Device #0, Loaded binary from: /root/.qrack/qrack_ocl_dev_Tesla_V100-PCIE-12GB.ir
Device #1, Loaded binary from: /root/.qrack/qrack_ocl_dev_NVIDIA_CMP_50HX.ir
Device #2, Loaded binary from: /root/.qrack/qrack_ocl_dev_NVIDIA_CMP_50HX.ir
{'width': 96, 'depth': 1, 'trial': 1, 'magnetization': 0.6684366861979165, 'square_magnetization': 0.4520098368326811, 'seconds': 19.754483943001105}
{'width': 96, 'depth': 2, 'trial': 1, 'magnetization': 0.4344278971354165, 'square_magnetization': 0.19622506035698828, 'seconds': 88.774651103}
{'width': 96, 'depth': 3, 'trial': 1, 'magnetization': 0.32952880859375, 'square_magnetization': 0.11876551310221313, 'seconds': 183.7691589060014}
{'width': 96, 'depth': 4, 'trial': 1, 'magnetization': 0.26676432291666635, 'square_magnetization': 0.08345794677734358, 'seconds': 367.56401334600014}
{'width': 96, 'depth': 5, 'trial': 1, 'magnetization': 0.22882080078124992, 'square_magnetization': 0.06519783867730049, 'seconds': 559.7536374790016}
{'width': 96, 'depth': 6, 'trial': 1, 'magnetization': 0.17647298177083326, 'square_magnetization': 0.04454210069444454, 'seconds': 752.5409667600015}
{'width': 96, 'depth': 7, 'trial': 1, 'magnetization': 0.15533447265624975, 'square_magnetization': 0.03518719143337668, 'seconds': 944.5135002970001}
{'width': 96, 'depth': 8, 'trial': 1, 'magnetization': 0.12052408854166666, 'square_magnetization': 0.025065104166666616, 'seconds': 1137.5482851840006}
{'width': 96, 'depth': 9, 'trial': 1, 'magnetization': 0.09932454427083359, 'square_magnetization': 0.020695156521267338, 'seconds': 1330.258937824001}
{'width': 96, 'depth': 10, 'trial': 1, 'magnetization': 0.09726969401041678, 'square_magnetization': 0.02145343356662323, 'seconds': 1522.9518784740012}
{'width': 96, 'depth': 11, 'trial': 1, 'magnetization': 0.05883789062499999, 'square_magnetization': 0.014402601453993096, 'seconds': 1714.7962407450013}
{'width': 96, 'depth': 12, 'trial': 1, 'magnetization': 0.050028483072916595, 'square_magnetization': 0.013071272108289959, 'seconds': 1908.3363286179992}
{'width': 96, 'depth': 13, 'trial': 1, 'magnetization': 0.0030721028645833313, 'square_magnetization': 0.010537465413411468, 'seconds': 2087.438319228}
{'width': 96, 'depth': 14, 'trial': 1, 'magnetization': 0.007324218749999995, 'square_magnetization': 0.010700649685329876, 'seconds': 2260.9540832759994}
{'width': 96, 'depth': 15, 'trial': 1, 'magnetization': 0.0016072591145833354, 'square_magnetization': 0.01025941636827257, 'seconds': 2433.777341944002}
{'width': 96, 'depth': 16, 'trial': 1, 'magnetization': 0.011372884114583324, 'square_magnetization': 0.010645124647352438, 'seconds': 2606.013079933}
{'width': 96, 'depth': 17, 'trial': 1, 'magnetization': 0.015401204427083337, 'square_magnetization': 0.011906517876519127, 'seconds': 2778.1413881940025}
{'width': 96, 'depth': 18, 'trial': 1, 'magnetization': 0.03645833333333335, 'square_magnetization': 0.011397467719184057, 'seconds': 2951.2440766450018}
{'width': 96, 'depth': 19, 'trial': 1, 'magnetization': 0.018290201822916657, 'square_magnetization': 0.009552425808376742, 'seconds': 3124.4669461150006}
{'width': 96, 'depth': 20, 'trial': 1, 'magnetization': 4.069010416666721e-05, 'square_magnetization': 0.010375976562500019, 'seconds': 3294.9266186259993}
{'width': 96, 'depth': 1, 'trial': 2, 'magnetization': 0.6650187174479164, 'square_magnetization': 0.4478170606825077, 'seconds': 18.847069630999613}
{'width': 96, 'depth': 2, 'trial': 2, 'magnetization': 0.43438720703125, 'square_magnetization': 0.19657601250542572, 'seconds': 81.32567925600233}
{'width': 96, 'depth': 3, 'trial': 2, 'magnetization': 0.33327229817708365, 'square_magnetization': 0.12152226765950477, 'seconds': 167.45453546499994}
{'width': 96, 'depth': 4, 'trial': 2, 'magnetization': 0.2682088216145836, 'square_magnetization': 0.0832362704806857, 'seconds': 332.03225996200126}
{'width': 96, 'depth': 5, 'trial': 2, 'magnetization': 0.2274373372395832, 'square_magnetization': 0.0642806159125436, 'seconds': 504.6388411270018}
{'width': 96, 'depth': 6, 'trial': 2, 'magnetization': 0.17677815755208312, 'square_magnetization': 0.04415342542860249, 'seconds': 677.9528569780014}
{'width': 96, 'depth': 7, 'trial': 2, 'magnetization': 0.16204833984374978, 'square_magnetization': 0.037383609347873256, 'seconds': 851.065252411001}
{'width': 96, 'depth': 8, 'trial': 2, 'magnetization': 0.11724853515624999, 'square_magnetization': 0.0242763095431857, 'seconds': 1022.6985507320023}
{'width': 96, 'depth': 9, 'trial': 2, 'magnetization': 0.10227457682291664, 'square_magnetization': 0.021898481580946132, 'seconds': 1196.5917067320006}
{'width': 96, 'depth': 10, 'trial': 2, 'magnetization': 0.09525553385416657, 'square_magnetization': 0.020640055338541637, 'seconds': 1370.0396475300004}
{'width': 96, 'depth': 11, 'trial': 2, 'magnetization': 0.06040445963541663, 'square_magnetization': 0.013944413926866362, 'seconds': 1550.563813740002}
{'width': 96, 'depth': 12, 'trial': 2, 'magnetization': 0.05261230468750004, 'square_magnetization': 0.01282670762803823, 'seconds': 1724.0330615880011}
{'width': 96, 'depth': 13, 'trial': 2, 'magnetization': 0.0013020833333333337, 'square_magnetization': 0.010723537868923624, 'seconds': 1897.5821723640001}
{'width': 96, 'depth': 14, 'trial': 2, 'magnetization': 0.008483886718749991, 'square_magnetization': 0.009925418429904527, 'seconds': 2071.004572463}
{'width': 96, 'depth': 15, 'trial': 2, 'magnetization': 0.006042480468750003, 'square_magnetization': 0.010018666585286455, 'seconds': 2242.1226229640015}
{'width': 96, 'depth': 16, 'trial': 2, 'magnetization': 0.004414876302083341, 'square_magnetization': 0.009500715467664922, 'seconds': 2415.665092702002}
{'width': 96, 'depth': 17, 'trial': 2, 'magnetization': 0.010945638020833334, 'square_magnetization': 0.01129065619574654, 'seconds': 2589.1738451400015}
{'width': 96, 'depth': 18, 'trial': 2, 'magnetization': 0.042073567708333315, 'square_magnetization': 0.012610541449652806, 'seconds': 2762.1549085510014}
{'width': 96, 'depth': 19, 'trial': 2, 'magnetization': 0.020914713541666654, 'square_magnetization': 0.010028415256076399, 'seconds': 2934.851438703001}
{'width': 96, 'depth': 20, 'trial': 2, 'magnetization': -0.0016072591145833341, 'square_magnetization': 0.009640587700737845, 'seconds': 3108.630640880001}
{'width': 96, 'depth': 1, 'trial': 3, 'magnetization': 0.6681518554687482, 'square_magnetization': 0.45195558336045855, 'seconds': 18.936589163000463}
{'width': 96, 'depth': 2, 'trial': 3, 'magnetization': 0.43440755208333337, 'square_magnetization': 0.19653744167751788, 'seconds': 79.93722764300037}
{'width': 96, 'depth': 3, 'trial': 3, 'magnetization': 0.32948811848958304, 'square_magnetization': 0.11787372165256052, 'seconds': 167.722512499}
{'width': 96, 'depth': 4, 'trial': 3, 'magnetization': 0.2701212565104168, 'square_magnetization': 0.0844561258951822, 'seconds': 331.682432106998}
{'width': 96, 'depth': 5, 'trial': 3, 'magnetization': 0.22316487630208334, 'square_magnetization': 0.062343597412109604, 'seconds': 504.76403949799715}
{'width': 96, 'depth': 6, 'trial': 3, 'magnetization': 0.18182373046874997, 'square_magnetization': 0.045430925157335184, 'seconds': 678.2659917370001}
{'width': 96, 'depth': 7, 'trial': 3, 'magnetization': 0.17274983723958348, 'square_magnetization': 0.04105419582790804, 'seconds': 849.4746619920006}
{'width': 96, 'depth': 8, 'trial': 3, 'magnetization': 0.1151529947916667, 'square_magnetization': 0.023477342393663135, 'seconds': 1023.4060258719983}
{'width': 96, 'depth': 9, 'trial': 3, 'magnetization': 0.1051228841145832, 'square_magnetization': 0.02146699693467881, 'seconds': 1197.0564740899972}
{'width': 96, 'depth': 10, 'trial': 3, 'magnetization': 0.09273274739583325, 'square_magnetization': 0.020805358886718722, 'seconds': 1369.9973343219972}
{'width': 96, 'depth': 11, 'trial': 3, 'magnetization': 0.05417887369791662, 'square_magnetization': 0.014003753662109406, 'seconds': 1541.8763869289978}
{'width': 96, 'depth': 12, 'trial': 3, 'magnetization': 0.05108642578125003, 'square_magnetization': 0.01331965128580733, 'seconds': 1715.654087568997}
{'width': 96, 'depth': 13, 'trial': 3, 'magnetization': 0.0034993489583333326, 'square_magnetization': 0.010160658094618075, 'seconds': 1889.2002453829991}
{'width': 96, 'depth': 14, 'trial': 3, 'magnetization': 0.0057373046875, 'square_magnetization': 0.010466681586371531, 'seconds': 2063.126031912998}
{'width': 96, 'depth': 15, 'trial': 3, 'magnetization': 0.0011393229166666676, 'square_magnetization': 0.011376274956597246, 'seconds': 2235.022314054}
{'width': 96, 'depth': 16, 'trial': 3, 'magnetization': 0.006062825520833338, 'square_magnetization': 0.010422600640190993, 'seconds': 2409.6973711539977}
{'width': 96, 'depth': 17, 'trial': 3, 'magnetization': 0.019592285156250003, 'square_magnetization': 0.010732438829210069, 'seconds': 2583.9628242590006}
{'width': 96, 'depth': 18, 'trial': 3, 'magnetization': 0.03863525390624999, 'square_magnetization': 0.012004004584418441, 'seconds': 2758.128418488999}
{'width': 96, 'depth': 19, 'trial': 3, 'magnetization': 0.012044270833333334, 'square_magnetization': 0.01044125027126738, 'seconds': 2927.890530241999}
{'width': 96, 'depth': 20, 'trial': 3, 'magnetization': -0.003682454427083336, 'square_magnetization': 0.010830773247612861, 'seconds': 3101.3754663170002}
